articles_tibble_1999_winter.rds_6.txt,30.0,1.9333333333333333
articles_tibble_1999_spring.rds_6.txt,26.0,2.3076923076923075
articles_tibble_1999_winter.rds_7.txt,26.0,14.384615384615385
articles_tibble_1999_fall.rds_1.txt,24.0,7.75
articles_tibble_1999_spring.rds_8.txt,24.0,1.4166666666666667
articles_tibble_1999_fall.rds_3.txt,22.0,17.636363636363637
articles_tibble_1999_spring.rds_5.txt,22.0,2.0
articles_tibble_1999_spring.rds_9.txt,22.0,3.1818181818181817
articles_tibble_1999_winter.rds_3.txt,22.0,6.2727272727272725
articles_tibble_1999_winter.rds_4.txt,22.0,2.272727272727273
articles_tibble_1999_fall.rds_4.txt,20.0,2.3
articles_tibble_1999_spring.rds_12.txt,18.0,1.7777777777777777
articles_tibble_1999_spring.rds_3.txt,18.0,1.6666666666666667
articles_tibble_1999_summer.rds_6.txt,18.0,1.8888888888888888
articles_tibble_1999_fall.rds_2.txt,16.0,7.25
articles_tibble_1999_fall.rds_7.txt,16.0,1.625
articles_tibble_1999_spring.rds_4.txt,16.0,2.875
articles_tibble_1999_summer.rds_7.txt,16.0,1.5
articles_tibble_1999_winter.rds_1.txt,16.0,2.875
articles_tibble_1999_winter.rds_5.txt,16.0,1.625
articles_tibble_1999_spring.rds_1.txt,14.0,4.0
articles_tibble_1999_spring.rds_10.txt,14.0,2.4285714285714284
articles_tibble_1999_spring.rds_2.txt,14.0,4.0
articles_tibble_1999_summer.rds_1.txt,14.0,5.714285714285714
articles_tibble_1999_summer.rds_5.txt,14.0,6.142857142857143
articles_tibble_1999_spring.rds_7.txt,12.0,2.5
articles_tibble_1999_summer.rds_2.txt,12.0,4.833333333333333
articles_tibble_1999_summer.rds_3.txt,12.0,17.5
articles_tibble_1999_fall.rds_5.txt,10.0,4.6
articles_tibble_1999_spring.rds_11.txt,10.0,8.8
articles_tibble_1999_summer.rds_4.txt,10.0,4.0
articles_tibble_1999_fall.rds_6.txt,8.0,2.25
articles_tibble_1999_spring.rds_13.txt,8.0,3.75
articles_tibble_1999_winter.rds_2.txt,6.0,3.0
