('regardless', 0.7478359396873497)
('hence', 0.7439947555349081)
('therefore', 0.723296509975828)
('there', 0.7122107976815709)
('way', 0.7053083943901709)
('possibility', 0.704632005755027)
('sense', 0.7017486047578602)
('fact', 0.695884342666531)
('extent', 0.6955711679736204)
('concern', 0.6945161417595068)
('kind', 0.6922303161009676)
('reason', 0.6895850602008678)
('latter', 0.6890373123337983)
('matter', 0.688933735606012)
('one', 0.6883390499233407)
('meant', 0.6835744202711012)
('lack', 0.6797235072958773)
('depend', 0.6765071783625494)
('understanding', 0.6729446573592641)
('regard', 0.6720861808495497)
('sort', 0.6705712218928748)
('consider', 0.6705129867142918)
('necessity', 0.6692564748319245)
('nothing', 0.6666141247163387)
('apparent', 0.6651157136027996)
('need', 0.6650134484121291)
('change', 0.6638253892294882)
('consequence', 0.6637344662708428)
('purpose', 0.6606386395335935)
('potential', 0.6606014739728836)
('individual', 0.660543181181268)
('depends', 0.6571675175359899)
('understand', 0.6563288943950093)
('attention', 0.6561044217428196)
('appropriate', 0.6555801236528661)
('determine', 0.6550772375642775)
('importance', 0.6539292905428623)
('situation', 0.6539024442774103)
('spite', 0.6538791316376311)
('make', 0.652913956477065)
('result', 0.6518110891343751)
('thereby', 0.6507953301357146)
('future', 0.649178789827946)
('manner', 0.6479007424830658)
('affect', 0.6468362548767167)
('explain', 0.6457802502424493)
('consideration', 0.6456829932967686)
('expect', 0.6454084890839179)
('specific', 0.6450654971048052)
('allow', 0.6448353431409526)
